property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,car_spaces,total_rooms,distance_to_cbd_km,condition_rating,has_pool,has_water_view,agent_description,source_url,verified
CAM-010,Campbelltown,2560,84/18-22 Broughton Street,630000.0,2026-08-28,privateTreaty,Apartment,2,2,1.0,4,42.12,,0,0,"8th Level | Internal 96m2 | Balcony 27m2 | Car 14m2 | Total 140m2  This generously proportioned adaptable unit on level 8 has an open plan layout with a stunning morning sun east facing aspect.  This apartment features a well-designed kitchen with polyurethane joinery, stone bench tops, stainless steel appliances including gas/electric cooking and the convenience of a dishwasher.  Large light-inviting glass plated sliding doors invite the morning sun, opening seamlessly onto balcony the perfect place for entertaining with family and friends. The apartment can be climate controlled with reverse cycle air conditioning. There is a large balcony that wraps around the whole appartment.  The bedroom areas includes two king sized bedroom. Both of these rooms with large mirrored built in robes the main with ensuite. Balcony access from the 2nd bedroom. There is large main bathroom finished with floor to ceiling tiling.  Security intercom and secure basement parking with oversize parking spot.  'Phillip Square' is one of the tallest building in Campbelltown and is constructed in the heart of the CBD and only 150m walk to Campbelltown railway station.  'Phillip Square' has been beautifully designed with a state of the art 'green wall' extending 8 floors on the front facade. Purposely designed by the project architect to create the illusion that 'Phillip Square' is two separate towers when in fact it is one u-shaped building with a light inviting atrium located behind the green wall.  'Phillip Square' is the first apartment building to be constructed in Campbelltown with full fire rated sprinkler systems installed to all apartments.  'Phillip Square' is designed over 10 floors with 2 car parking basement levels. 'Phillip Square consists of 92 residential apartments plus 3 ground floor retail/commercial titles at street level with retail/commercial parking behind at street level.  The Campbelltown city skyline has been transformed by 'Phillip Square', and has become Macarthur's most iconic and bold residential high-rise building.  * Harcourts has made every effort to obtain the information regarding these listings from sources deemed reliable. However, we cannot warrant the complete accuracy thereof subject to errors, omissions, change of price, prior sale or withdrawal without notice.",https://www.domain.com.au/84-18-22-broughton-street-campbelltown-nsw-2560-2021025978,y
CAM-011,Campbelltown,2560,5/32 Broughton St,620000.0,2026-08-17,privateTreaty,House,3,1,1.0,4,42.1,,0,0,"Presenting a private, low maintenance three bedroom townhouse featuring three bedrooms, one bathroom and a single garage. Positioned within a complex of only five townhouses within close proximity to all of Campbelltownâs conveniences - Three bedrooms, built in robe to main - Combined Living and dining area with aircon - Original, functional kitchen with electric appliances - Internal laundry, downstairs powder room - Single garage with internal access - Low maintenance front and rear yards  DISCLAIMER: All information contained herein is gathered from sources we consider to be reliable. However we cannot guarantee or give any warranty about the information provided and interested parties must solely rely on their own enquires.",https://www.domain.com.au/5-32-broughton-st-campbelltown-nsw-2560-2021034182,y
CAM-012,Campbelltown,2560,8/30 Broughton Street,637595.0,2026-08-24,privateTreaty,Townhouse,2,1,1.0,3,42.08,,0,0,"Tucked at the rear of a small, well-kept complex, this two bedroom townhouse offers the space and privacy of a standalone home without the upkeep. It also offers the biggest courtyard in the whole complex. Currently leased at $480 per week until December, it's a set-and-forget addition for investors, with the option to move in once the lease expires, it's a smart option for first home buyers, downsizers or investors alike.  * Two generous upstairs bedrooms, split system air conditioning in main with built-in wardrobe, renovated family bathroom with separate bath and shower * Open-plan lounge and dining area downstairs with split system air conditioning, complemented by a well-equipped kitchen with ample storage * Single lock-up garage with internal laundry and a separate downstairs powder room for everyday convenience * Private, low-maintenance courtyard-style backyard with covered patio, joined to its neighbour by garage wall only * Campbelltown Public School, Campbelltown Performing Arts High School and St Peters Anglican Grammar and College are close by * Moments to Campbelltown station and The Mall, plus Macarthur Square for shopping, dining and entertainment  With its own sense of space and privacy, this home offers the best of both worlds - With a reliable tenant already in place and strong rental returns in the area, this is a low-maintenance investment opportunity with genuine long-term appeal living in a location that puts everything within easy reach.",https://www.domain.com.au/8-30-broughton-street-campbelltown-nsw-2560-2021042540,y
CAM-013,Campbelltown,2560,61 Macquarie Avenue,970500.0,2026-08-28,privateTreaty,House,4,2,2.0,6,41.19,,0,0,"Welcome to 61 Macquarie Avenue, Campbelltown  Positioned in one of Campbelltown's most convenient and fast-growing pockets, this charming 4-bedroom residence presents an exceptional opportunity for first-home buyers, growing families, or savvy investors alike.  Set on a generous 669sqm block, this property seamlessly combines indoor comfort with expansive outdoor space-offering room to relax, entertain, or explore future potential  Key Property Highlights • Spacious 4-Bedroom Layout: Light-filled, comfortable bedrooms designed for family living. • Generous 669sqm Allotment: Expansive backyard featuring endless space for kids and pets to play, gardening, or outdoor entertaining. • Functional Living & Dining: A flexible interior floor plan offering welcoming lounge and living areas. • Secure Parking: Dedicated garage / car space with additional driveway parking. • Investor Potential: Prime land size with high tenant appeal and strong yield potential in a high-demand suburban locale. • Private Swimming Pool: Sparkling in-ground pool, ideal for summer relaxation and outdoor family fun.  Key Location Highlights • Walking distance / quick drive to Campbelltown East Public School (670m) & Campbelltown North Public School (700m). • Close proximity to Campbelltown Performing Arts High School, St Peter's Anglican Grammar, and St Patrick's College. • Unbeatable Connectivity: Easy access to Campbelltown Railway Station, local bus services, and major road arterial networks (M5/M7 motorways). • Lifestyle & Amenities: Minutes away from Campbelltown Mall, Macarthur Square Shopping Centre, local cafes, restaurants, medical centers, and Campbelltown Hospital. • Parks & Recreation: Surrounded by family-friendly reserves, sporting fields, and leisure facilities.",https://www.domain.com.au/61-macquarie-avenue-campbelltown-nsw-2560-2021045340,y
CAM-014,Campbelltown,2560,14B Ehrlich Street,735000.0,2026-08-12,privateTreaty,House,2,2,1.0,4,45.03,,0,0,"Nestled within the sought-after Macarthur Heights Estate, this stylish and low-maintenance two-bedroom attached home offers modern living with a practical layout, making it an ideal choice for professionals, couples or investors..  Designed for comfort and convenience, the home features:  > Two generously sized bedrooms, both complete with built-in wardrobes > Private ensuites to both bedrooms, providing added comfort and flexibility > Single lock-up garage with internal access and automatic door > Private courtyard flowing from the downstairs bedroom > Light-filled open plan living and dining area opening onto a balcony > Contemporary kitchen featuring gas cooking and a dishwasher > Split system air conditioning for year-round comfort > Enjoy a low-maintenance lifestyle in a convenient location, close to local parks, Western Sydney University, Macarthur Square, public transport and a range of everyday amenities.   NOTE: In preparing this, we have used reasonable endeavours to provide information that is true, however it is provided on the basis that readers will be responsible for making their own assessment of the information and are advised to verify all relevant representations, statements and information. All photographs and images are representative only, for marketing purposes.",https://www.domain.com.au/14b-ehrlich-street-campbelltown-nsw-2560-2021050852,y
CAM-015,Campbelltown,2560,5B Eddington Road,1030000.0,2026-08-28,privateTreaty,SemiDetached,4,2,1.0,6,45.31,,0,0,"A beautiful ""AS NEW"" family home with impeccable finishes in the greatly sought after luxury estate of Macarthur Heights. This North facing, double story, custom built home will make you the envy of your family and friends with its fantastic layout, location and luxury finishes.  ~ 4 huge bedrooms all with BIRs, high ceilings, ducted A/C, and beautiful floorboards ~ Master Bedroom is full luxury with a Walk in Robe, En-Suite and North Facing balcony ~ En-Suite is decked out with floor to ceiling tiles, stone vanity top and matt black finishes ~ Main bathroom has floor to ceiling tiles, stone vanity top and a free standing tub ~ Formal Lounge off the entry with extra high ceilings and 900x450mm porcelain tiles throughout downstairs ~ Open plan kitchen, dining, family room at the back of the home leads to the tiled outdoor entertainment area and manicured backyard ~ Grand Kitchen with a huge island bench with 60mm stone ""waterfall"" bench top, 900mm gas cooking, ducted range hood, mirrored splash-back and a wrap around butlers pantry ~ Amazing Laundry with built in cupboards, floor to ceiling tiles and stone bench top ~ Solid timber internal doors downstairs with glass inserts and matt black finishes ~ Oversized garage, tons of storage, extra wash closet downstairs, modern matt black finishes, down-lights, ducted A/C and high ceilings throughout ~ Walk to Macarthur Station, Western Sydney University, and Macarthur Square ~ Short distance to M5 motorway, Hume Highway, Campbelltown CBD and The Australian Botanical Gardens  Macarthur Heights is the premier estate for the Macarthur Region with fantastic parks, bike tracks and the absolute perfect location. This stunning, modern home was custom built with top of the line inclusions and will not last long!",https://www.domain.com.au/5b-eddington-road-campbelltown-nsw-2560-2021061730,y
CAM-016,Campbelltown,2560,20/17 Warby Street,570000.0,2026-08-27,privateTreaty,Apartment,2,1,2.0,3,41.84,,0,0,"Total 147m2 | Internal with Balcony 115m2 | Parking & Storage 32m2  Step inside and discover a light, bright and inviting apartment designed for effortless modern living.   From the moment you enter this impressive two-bedroom apartment with a dedicated study, you'll appreciate the thoughtful design and seamless connection between every space. Positioned on the elevated second floor, the apartment enjoys added privacy and reduced street noise, creating a peaceful retreat away from the everyday hustle.   At the heart of the home, the beautifully appointed wall-to-wall galley kitchen combines style and practicality. Quality appliances, stone benchtops, and generous storage make it a space that caters effortlessly to busy everyday living while remaining ideal for entertaining.   The open living area flows naturally outdoors to an expansive, full-width North-facing balcony, complete with a raised planter garden bed. It's the perfect spot to enjoy your morning coffee, unwind at the end of the day or entertain friends in the sunshine.   Both bedrooms are generously proportioned, offering comfort and privacy, with the added convenience of direct balcony access. The dedicated study provides valuable flexibility, whether you need a home office, guest space or simply a quiet place to retreat.   With clever planning throughout, there is no wasted space. Every room connects and flows seamlessly, creating a home that feels both spacious and exceptionally functional.   Combining modern finishes, low-maintenance living and a convenient location close to cafés, parks and public transport, this apartment offers an outstanding lifestyle opportunity for professionals, couples, downsizers, and investors alike.   A home that delivers on comfort, style, and practicality and one that deserves to be seen.   Don't miss your opportunity to make it yours. Contact us today to arrange your private inspection.   * Harcourts has made every effort to obtain the information regarding these listings from sources deemed reliable. However, we cannot warrant the complete accuracy thereof subject to errors, omissions, change of price, prior sale or withdrawal without notice.",https://www.domain.com.au/20-17-warby-street-campbelltown-nsw-2560-2021065534,y
CAM-017,Campbelltown,2560,10 Bilgola Street,950000.0,2026-09-07,privateTreaty,House,3,1,,4,41.94,,0,0,"Positioned on the high side of a quiet street, 10 Bilgola Street, Campbelltown presents an exceptional opportunity for buyers seeking space, location and future potential.  Set on a generous 691m² block with an expansive rear yard, this solid home offers an impressive canvas for renovation, extension or transformation into a contemporary masterpiece (STCA). Whether you are a first-home buyer, investor or visionary renovator, the possibilities here are substantial.  The home features approximately 80m² of internal living space and retains its original character, complemented by a long front veranda that provides the perfect place to relax and enjoy the elevated outlook. The huge backyard offers outstanding scope for outdoor entertaining areas, landscaping enhancements or future expansion.  Conveniently located with public transport at the end of the street and close to schools, parks and shopping facilities, this address combines peaceful living with everyday accessibility.  A rare chance to secure a substantial parcel of land in a well-connected Campbelltown pocket. Bring your imagination and unlock the full potential.  Highlights • 691m² generous block with expansive rear yard • Solid original home with outstanding renovation potential • Approx. 80m² internal floor area • 3 well-sized bedrooms • Single bathroom • Single car space • Long front veranda with elevated outlook • Public transport conveniently located at the end of the street • Ideal opportunity for first-home buyers, investors or renovators  Ready to make it yours? Contact: Bishnu Sapkota: 0416 754 466  Disclaimer: Multi Dynamic Ingleburn has made every effort to ensure that the information provided is accurate and reliable. However, all interested parties are encouraged to conduct their own enquiries and carry out relevant searches. Please note that colours, specifications, and other details may vary slightly from what is shown. We recommend verifying all product information before making a purchase.",https://www.domain.com.au/10-bilgola-street-campbelltown-nsw-2560-2021136723,y
CAM-018,Campbelltown,2560,198 Broughton Street,1160555.0,2026-07-14,privateTreaty,House,6,2,1.0,8,42.02,,0,0,"This well-appointed and generously proportioned residence presents a carefully considered layout across two levels, combining modern updates with substantial outdoor features in a highly convenient Campbelltown location.  At the heart of the home is a light-filled living area, enhanced by its open connection to the dining and meals zones. Large openings allow natural light to flow throughout the main living spaces, creating a bright and welcoming internal environment. The adjoining kitchen is centrally positioned, offering ample bench space and direct access to both indoor and outdoor areas, ensuring seamless everyday functionality.  The home features a renovated bathroom, finished with contemporary fittings, clean lines, and quality materials. The updated design delivers a modern aesthetic while maintaining practicality and comfort.  Accommodation is well distributed across both levels, with multiple bedrooms offering generous proportions and excellent separation. The layout includes additional bathroom facilities, an ensuite, and a dedicated internal laundry, supporting a practical and efficient floorplan.  Outdoor living is a standout feature of the property. A covered, undercover patio provides a sheltered space that connects directly from the home, offering year-round comfort and privacy. This area flows onto a timber deck and pergola, creating a cohesive outdoor setting that overlooks the in-ground swimming pool. The outdoor zones are well defined and thoughtfully arranged, making the most of the block while maintaining a strong sense of openness.  Location & Convenience - Moments from Macarthur Square, offering major retail, dining, and services - Close to Campbelltown Mall - Easy access to Koshigaya Park and surrounding green spaces - Proximity to Campbelltown Public School - Close to Campbelltown Performing Arts High School - Convenient access to Campbelltown Train Station and major road connections  A substantial and well-maintained property offering renovated interiors, exceptional outdoor features, and a practical layout, positioned within easy reach of shopping, transport, parks, and local amenities.",https://www.domain.com.au/198-broughton-street-campbelltown-nsw-2560-2020660023,n
CAM-019,Campbelltown,2560,46 and 46a Farnsworth Avenue,1185000.0,2026-07-27,privateTreaty,House,5,2,2.0,7,42.69,,0,0,"46 & 46A Farnsworth Avenue, Campbelltown presents a fantastic opportunity for investors, extended families, or savvy buyers seeking dual occupancy potential in a convenient location. Full of warmth and character, this property offers a well-appointed main residence alongside a modern 2-bedroom granny flat, delivering flexibility and strong lifestyle appeal.  The main home showcases timeless charm with polished floorboards, ceiling fans, and a functional kitchen complete with ample storage space. Comfortable bedrooms feature built-in wardrobes and soft carpet underfoot, while the bathroom includes a relaxing bathtub ideal for family living. Outside, an expansive grassed yard provides the perfect setting for entertaining, children, or pets to enjoy.  Privately positioned, the contemporary 2-bedroom granny flat is thoughtfully designed with stylish floorboards, downlights, split system air conditioning, and a sleek bathroom featuring floor-to-ceiling tiles. Offering comfort and low-maintenance living, it is ideal for extended family accommodation or rental income potential.  Conveniently located close to local schools, shops, transport, and all essential amenities, this versatile property combines character, comfort, and investment appeal in one outstanding package.  Location Highlights: • Close to schools including St Patrick's College Campbelltown, Campbelltown Public School, Campbelltown East Public School and St Peter's Anglican Grammar • Minutes from major shopping and dining precincts including Macarthur Square, Campbelltown Mall, Marketfair Campbelltown and Campbelltown City Centre • Enjoy nearby parks and outdoor spaces such as Koshigaya Park, Hurley Park, Mawson Park and Marsden Park (Park Central) • Easy access to public transport with Campbelltown train station and Campbelltown Station, Stand A nearby • Conveniently located close to Campbelltown CBD, local cafés, restaurants, medical facilities, and everyday essentials • Positioned within a well-established family-friendly neighbourhood with strong investment and lifestyle appeal  Ready to make it yours? Contact: Bishnu Sapkota: 0416 754 466   Disclaimer: Multi Dynamic Ingleburn has made every effort to ensure that the information provided is accurate and reliable. However, all interested parties are encouraged to conduct their own enquiries and carry out relevant searches. Please note that colours, specifications, and other details may vary slightly from what is shown. We recommend verifying all product information before making a purchase.",https://www.domain.com.au/46-and-46a-farnsworth-avenue-campbelltown-nsw-2560-2020838349,y
CAM-020,Campbelltown,2560,1007/8 Dumaresq Street,525000.0,2026-07-21,privateTreaty,Apartment,1,1,1.0,2,42.72,,0,0,"Discover this stunning near-new apartment, perfectly positioned on the 10th floor of the prestigious 'EIGHT' development. Boasting uninterrupted north-facing district views across the Campbelltown skyline, this stylish residence offers the perfect blend of comfort, convenience and contemporary living.  Light-Filled & Spacious Living Bathed in natural light thanks to its prime north-facing aspect, this beautifully designed apartment delivers an inviting open-plan layout with breathtaking district views. Ideal for investors, first-home buyers and young families alike.  Generous Accommodation: - Extra-large master bedroom with direct balcony access via sliding doors  - Exceptional Outdoor Entertaining - Enjoy seamless indoor-outdoor living with a massive 19m² balcony the perfect year-round retreat for entertaining guests, relaxing in the sunshine, or accommodating pets.  Sleek & Modern Kitchen designed with both style and functionality in mind, the contemporary kitchen features: - Polyurethane cabinetry  - Stainless steel SMEG appliances with gas cooktop  - LED feature lighting  - Finger-pull joinery and pantry storage  - Ample overhead cabinetry   Premium Inclusions: - Ducted air conditioning  - Engineered flooring throughout  - Security intercom entry  - Abundant internal storage plus basement caged storage  - Oversized 13m² secure basement car space  - Resort-Style Living at 'EIGHT'  Experience the luxury of resort-inspired living with exclusive resident amenities including: - Rooftop garden and entertainment precinct  - Community BBQ and lounge areas  - Accessible community bathrooms   Unbeatable Location Conveniently located within walking distance to: - Campbelltown Train Station  - Campbelltown CBD  - Campbelltown Mall  - Macarthur Square   Plus, enjoy easy access to Western Sydney University, Campbelltown Hospital and local schools.  This is modern apartment living at its finest combining lifestyle, luxury and location in one exceptional opportunity.  * Harcourts has made every effort to obtain the information regarding these listings from sources deemed reliable. However, we cannot warrant the complete accuracy thereof subject to errors, omissions, change of price, prior sale or withdrawal without notice.",https://www.domain.com.au/1007-8-dumaresq-street-campbelltown-nsw-2560-2020857278,y
CAM-021,Campbelltown,2560,88 Goldsmith Avenue,890000.0,2026-07-24,privateTreaty,SemiDetached,3,2,1.0,5,45.17,,0,0,"Positioned in the growing Macarthur Heights precinct, this modern middle terrace offers low-maintenance living with elevated district views and exceptional convenience. Currently leased at $680 per week, the property presents the option to purchase with vacant possession or retain the existing tenant.  Designed across three levels, the home features three generous bedrooms, two modern bathrooms, secure single car accommodation and an additional upstairs study, ideal for working from home.  The hybrid floored lower level flows through to an open plan living and dining area, creating a practical and easy-care space perfect for everyday living.  Conveniently located within walking distance to Western Sydney University and Macarthur Train Station, with easy access to the M5 Motorway, Campbelltown Hospital and Macarthur Square.  An ideal opportunity for first home buyers, families or investors looking to secure a modern home in a rapidly growing and well-connected location.  Features Include:  > Middle terrace with elevated district views > Currently leased at $680 per week > Option for vacant possession or existing tenancy > Modern tri-level design > Three spacious bedrooms > Two contemporary bathrooms > Additional upstairs study > Open plan living and dining > Hybrid flooring to the lower living area > Secure single car accommodation > Low maintenance lifestyle > Walking distance to Western Sydney University and Macarthur Station > Easy access to the M5 Motorway > Close to Campbelltown Hospital and Macarthur Square      NOTE: In preparing this, we have used reasonable endeavours to provide information that is true, however it is provided on the basis that readers will be responsible for making their own assessment of the information and are advised to verify all relevant representations, statements and information. All photographs and images are representative only, for marketing purposes.",https://www.domain.com.au/88-goldsmith-avenue-campbelltown-nsw-2560-2020876951,n
CAM-022,Campbelltown,2560,1102/8 Dumaresq Street,567000.0,2026-07-14,privateTreaty,Apartment,1,1,1.0,2,42.72,,0,0,"Perfectly positioned in ""Eight"" this generous one bedroom plus study apartment enjoys a spacious bedroom and living area flowing onto a deep balcony that's ideal for entertaining where you can enjoy uninterrupted views.  Stunning residential tower in Campbelltown's CBD 60sq metre living area apartments Large 20sq metre private balcony  Bedroom that opens onto the balcony Separate study  Luxury finishes including engineered floor boards, mirrored splashbacks and 40mm   Caesarstone benchtops SMEG appliances in the kitchen with feature tapware in the bathrooms Full ducted air conditioning Car space + storage  Access to the contemporary rooftop garden is a must and is available for all residents, with BBQ facilities, garden lounges and amazing city views. Ground floor retail and commercial precinct Walk to Campbelltown Train station, Campbelltown's CBD, Campbelltown Mall and Macarthur Square Easy access to Western Sydney University and many prominent secondary schools  At Eight Campbelltown, the city comes to you. With a sophisticated Commercial and retail precinct on the ground level, Eight Campbelltown is a coveted lifestyle destination.  ** We have, in preparing this document, used our best endeavours to ensure that the information contained herein is true and accurate to the best of our knowledge. Prospective purchasers should make their own enquiries to verify the above information.",https://www.domain.com.au/1102-8-dumaresq-street-campbelltown-nsw-2560-2020903109,n
CAM-023,Campbelltown,2560,10/1-3 Parc Guell Drive,817500.0,2026-07-29,privateTreaty,Apartment,3,2,1.0,5,44.16,,0,0,"Situated in Park Central, Campbelltown's premiere lifestyle location, this property offers the opportunity to secure a large three-bedroom apartment in a well-kept building. This is apartment living with generous proportions, oversized bedrooms, ample living and dining space, a private study and balconies off the living area and main bedroom. All enhanced by its location offering convenient/walkable access to Macarthur Square, Macarthur Train station, and all Park Central has to offer including restaurants, cafés and green spaces.   List of features: 3 bedrooms w/ built in robes Main bedroom w/ walk in robe, ensuite & private balcony Large, open living and dining space w/ high celings Well-appointed kitchen w/ stone benchtops & gas cooking Balcony off living space Downstairs toilet under staircase Separate study Upstairs sitting area Main bathroom w/ bathtub Internal laundry Ducted air conditioning w/ 3 zones Downlights throughout Single car space in secure basement Separate storage cage Total size 190m2  ** We have, in preparing this document, used our best endeavours to ensure that the information contained herein is true and accurate to the best of our knowledge. Prospective purchasers should make their own enquiries to verify the above information.",https://www.domain.com.au/10-1-3-parc-guell-drive-campbelltown-nsw-2560-2020903151,n
CAM-024,Campbelltown,2560,11/40 Parkside Crescent,540000.0,2026-07-20,privateTreaty,Apartment,1,1,1.0,2,43.87,,0,0,"Stylish 1 bedroom unit with and expansive balcony in a Prime lifestyle location  Positioned in a highly sought after location of Park Central, this 1-bedroom unit offers the perfect blend of comfort, convenience, and low maintenance living. Featuring an open plan layout that flows seamlessly onto a large northern sun filled 3.4m x 5.8m private balcony, this home is ideal for relaxing, entertaining, or simply enjoying the outdoor. Conveniently located within proximity to Campbelltown Private and Public Hospitals, within walking distance to Campbelltown Square and Macarthur Railway Station and Market Fair shopping centre.  Step outside and enjoy the tranquillity of the Duck Pond or the many vibrant coffee shops and cafes in the vicinity The unit comes with underground parking as well as a secure storage space  All care has been taken in providing accurate information in this advertisement. However, prospective purchasers are to rely on their own due diligence.",https://www.domain.com.au/11-40-parkside-crescent-campbelltown-nsw-2560-2020914940,n
CAM-025,Campbelltown,2560,2/19 Chamberlain Street,363000.0,2026-07-23,privateTreaty,Apartment,2,1,1.0,3,41.75,,0,0,"Set in a highly convenient and central pocket of Campbelltown, 2/19 Chamberlain Street is a ground-floor apartment that offers an incredible blank canvas opportunity for first-home buyers, investors, or avid renovators. Perfectly positioned within an established brick complex, this low-maintenance property blends practical proportions with endless potential to value-add and create a customized modern retreat.  The heart of the home is a spacious, open-plan family and dining area that serves as a versatile central hub. Flooded with natural light from large glass doors, this living space flows through to a separate kitchen equipped with classic timber-look cabinetry, a freestanding oven, and a highly functional layout. Whether you are looking to complete a quick cosmetic refresh or execute a full contemporary transformation, the generous footprint provides the perfect starting point.  The accommodation comprises two well-proportioned bedrooms, each designed to offer a peaceful evening retreat. The main bedroom features built-in wardrobe storage, while both rooms enjoy easy access to the central bathroom, which comes complete with a classic shower recess, vanity, and a neutral tile palette.  Stepping outside, the living area flows effortlessly via a sliding door onto a private, covered balcony. This outdoor transition offers a pleasant, elevated view over the common lawn and streetscape-an ideal spot for your morning coffee. Completing the package is an allocated carport space within the complex grounds, alongside a clever internal laundry zone positioned just off the kitchen.  Property Highlights: • Ground-Floor Convenience: Easily accessible entry within a solid, established brick complex. • Blank Canvas Potential: Open-plan living and dining area ready for your choice of modern flooring and personal styling. • Functional Kitchen: U-shaped layout featuring timber-look cabinetry, a freestanding cooktop, and great storage space. • Two Comfortable Bedrooms: Private accommodation zone with built-in storage to the master bedroom. • Central Bathroom: Practical layout featuring grey and white tiling, a glass-screen shower, and a mirrored vanity. • Private Balcony: Covered outdoor area looking out over the grassed street frontage. • Dedicated Carport: Allocated under-cover parking space located safely at the rear of the complex. • Internal Laundry: Cleverly positioned adjacent to the kitchen for day-to-day convenience.  Superbly located just moments from local amenities, public transport, and the bustling Campbelltown CBD, 2/19 Chamberlain Street, Campbelltown offers a rare and affordable entry-level opportunity for buyers looking to maximize value in a high-growth location.",https://www.domain.com.au/2-19-chamberlain-street-campbelltown-nsw-2560-2020932071,n
CAM-026,Campbelltown,2560,62/39 Chamberlain Street,523000.0,2026-07-13,privateTreaty,Apartment,1,1,1.0,2,41.72,,0,0,"This property is ideal for first-home buyers or investors, this modern apartment in the heart of Campbelltown offers the ultimate lifestyle of convenience.  - Open-plan living area with split system aircon and private balcony - Contemporary kitchen, generous bench and storage with gas cooking and dishwasher - Spacious bedroom with built in robe and ceiling fan - 2nd living room with ceiling fan - Study nook - European-style laundry for effortless living - Single secure basement parking and storage cage  - Secure building with lift access  - Campbelltown Mall and train station located within a short distance   DISCLAIMER: All information contained herein is gathered from sources we consider to be reliable. However, we cannot guarantee or give any warranty about the information provided and interested parties must solely rely on their own enquires.",https://www.domain.com.au/62-39-chamberlain-street-campbelltown-nsw-2560-2020942629,n
CAM-027,Campbelltown,2560,40 Waminda Avenue,930000.0,2026-07-22,privateTreaty,House,4,1,1.0,5,41.13,,0,0,"Beautifully renovated and ready for its next owner, this charming four-bedroom cottage offers the perfect opportunity for first home buyers, investors or anyone looking for a home with future upside.  Step inside and you'll immediately appreciate the fresh, modern feel, with quality renovations throughout, LED downlights and a functional floorplan designed for comfortable everyday living. The home also features a second toilet, adding extra convenience for families and guests.  Outside, the generous block provides excellent granny flat potential (STCA), making this an outstanding opportunity for buyers looking to add value or create a second income stream in the future.  Whether you're searching for your first home or your next investment, this is a property you can move straight into while knowing there's still room to grow.  Properties that combine move-in-ready presentation with future development potential are becoming increasingly hard to find. Don't miss your opportunity to secure this fantastic home.  Features include: > Four generous bedrooms > Recently renovated throughout > Alarm system, air conditioning > Third toilet for added convenience > LED downlights throughout > Granny flat potential (STCA) > Ready to move straight in > Ideal for first home buyers and savvy investors     NOTE: In preparing this, we have used reasonable endeavours to provide information that is true, however it is provided on the basis that readers will be responsible for making their own assessment of the information and are advised to verify all relevant representations, statements and information. All photographs and images are representative only, for marketing purposes.",https://www.domain.com.au/40-waminda-avenue-campbelltown-nsw-2560-2020977148,n
CAM-028,Campbelltown,2560,6/105 Broughton Street,575000.0,2026-07-24,privateTreaty,House,3,1,1.0,4,42.15,,0,0,"Positioned in a convenient pocket of Campbelltown, Unit 6, 105 Broughton Street presents an outstanding opportunity for first home buyers, downsizers and astute investors seeking comfort, convenience and low-maintenance living. Offering a practical floorplan with modern finishes throughout, this inviting residence delivers the perfect balance of style and functionality.  Step inside to discover a light-filled interior featuring an open plan living and dining area, complemented by contemporary flooring, tall ceilings and a neutral colour palette that creates a warm and welcoming atmosphere. Split system and Ceiling fans throughout provide year-round comfort.  Step outside to a private, low-maintenance courtyard, ideal for entertaining family and friends, enjoying your morning coffee or simply relaxing in your own peaceful outdoor space.  Ideally located just moments from Campbelltown CBD, Campbelltown Mall, Campbelltown Station, local schools, cafés, restaurants and parklands, this home provides exceptional convenience with everything you need right at your doorstep.  To ensure a seamless inspection experience, we recommend turning left onto Stewart Street off Broughton Street, then turning left onto Innes Street. Generous street parking is available nearby, with a pleasant, direct walk leading you to the property.   Key Features: • Generous bedrooms • Spacious open plan living and dining • Stylish kitchen • Tall ceilings throughout • Split system  • Ceiling fans • Private, low-maintenance courtyard • Single car port • Positioned within a well-maintained complex • Close to schools, shops, cafés, parks and public transport • Minutes to Campbelltown CBD and Campbelltown Station  *AI-generated furniture has been added to some images for illustrative purposes only. The photos are intended to show how the spaces may look when furnished.",https://www.domain.com.au/6-105-broughton-street-campbelltown-nsw-2560-2020978582,n
